Name,Spotify ID
Blessd,1TA5sGRlKUJXBN4ZyJuDIX
Sean Kingston,6S0dmVVn4udvppDhZIWxCr
Russ,1z7b1Pr1rSlvWRzsW3HOrS
Lizzo,56oDRnqbIiwx4mymNEv7dS
Gabry Ponte,5ENS85nZShljwNgg4wFD7D
John Mayer,0hEurMDQu99nJRq8pTxO14
Kumaar,0m3D4grap8VFSzbJMqgNVk
Shania Twain,5e4Dhzv426EvQe3aDb64jL
Tammi Terrell,75jNCko3SnEMI5gwGqrbb8
Clairo,3l0CmX0FuQjFxr8SK7Vqag
Ricky Martin,7slfeZO9LsJbWgpkIoXBUJ
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU
Neeti Mohan,3ZxZ03fj3tXBZHZWzvaLSM
Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ
Lil Peep,2kCcBybjl3SAtIcwdWpUe3
Richy Mitch & The Coal Miners,4qU7IJSReZnsLy5907Mtau
Topic,0u6GtibW46tFX7koQ6uNJZ
Tems,687cZJR45JO7jhk1LHIbgq
Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA
Kehlani,0cGUm45nv7Z6M6qdXYQGTX
New West,69bG9tC62d8oTFC9aTTosn
Nile Rodgers,3yDIp0kaq9EFKe07X1X2rz
Badshah,0y59o4v8uw5crbN9M3JiL1
KHEA,4m6ubhNsdwF4psNf3R8kwR
Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb
Lenny Tavárez,1pQWsZQehhS4wavwh7Fnxd
Aqua,6kBjAFKyd0he7LiA5GQ3Gz
SYML,6AyATGg7mDgBlZ4N5uNog0
Ovy On The Drums,3m5qlPf2OkihLz3dRYnkPA
Destiny's Child,1Y8cdNmUJH7yBTd9yOvr5i
Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo
Paul McCartney,4STHEaNw4mPZ2tzheohgXB
Jesse & Joy,2Hjj68yyUPiC0HKEOigcEp
Céline Dion,4S9EykWXhStSc15wEx8QFK
Carlos Vives,4vhNDa5ycK0ST968ek7kRr
Milky Chance,1hzfo8twXdOegF3xireCYs
Armaan Malik,4IKVDbCSBTxBeAsMKjAuTs
Meek Mill,20sxb77xiYeusSH8cVdatc
Beéle,7a0XAaPaK2aDSqa8p3QnC7
Melanie Martinez,63yrD80RY3RNEM2YDpUpO8
Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j
Weezer,3jOstUTkEu2JkjvRdBA5Gu
DJ Nelson,2ydZrTy8U3kOMOzx20s3dg
Julieta Venegas,2QWIScpFDNxmS6ZEMIUvgm
Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1
DENNIS,6xlRSRMLgZbsSNd0BMobwy
Tove Lo,4NHQUGzhtTLFvgF5SZesLK
Evanescence,5nGIFgo0shDenQYSE0Sn7c
6LACK,4IVAbR2w4JJNJDDRFP3E83
Amaal Mallik,76fuWYgIf3TVIopTs3vaJ6
Chief Keef,15iVAtD3s3FsQR4w1v6M0P
Tulsi Kumar,0T1CMVkqffHlqEk4BcAph1
Javed Ali,4W91bbPB2CTSsHwt7eqNl7
Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c
Tony Dize,3LKXWvXFWrkwUzJWxzwVpW
Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG
Foster The People,7gP3bB2nilZXLfPHJhMdvc
Brray,1GKIlPFdcewHtpDVCQ8zmJ
Beach House,56ZTgzPBDge0OvCGgMO3OY
Julión Álvarez y su Norteño Banda,1bfl0AU8SqmLkElptOprhC
Jonita Gandhi,00sCATpEvwH48ays7PlQFU
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa
Jax Jones,4Q6nIcaBED8qUel8bBx6Cr
Joel Corry,6DgP9otnZw5z6daOntINxp
Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT
Jeremih,3KV3p5EY4AvKxOlhGHORLg
NATTI NATASHA,1GDbiv3spRmZ1XdM1jQbT7
Los Dareyes De La Sierra,1ZMJSCQw8DIefcLb1FIpY0
Muse,12Chz98pHFMPJEknJQMWvI
Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D
Kunaal Vermaa,52XgeWw24o4klNdfwvB0Vx
070 Shake,12Zk1DFhCbHY6v3xep2ZjI
Neha Kakkar,5f4QpKfy7ptCHwTqspnSJI
Ben E. King,3plJVWt88EqjvtuB4ZDRV3
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF
The Strokes,0epOFNiUfyON9EYx7Tpr6V
Alejandro Fernández,6sq1yF0OZEWA4xoXVKW1L9
KISS,07XSN3sPlIlB2L2XNcTwJw
Amit Trivedi,7HCqGPJcQTyGJ2yqntbuyr
Hariharan,2NoJ7NuNs9nyj8Thoh1kbu
Raj Shekhar,2DFCHTDIA0t638a4mm37dK
Jhené Aiko,5ZS223C6JyBfXasXxrRqOk
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe
Taio Cruz,6MF9fzBmfXghAz953czmBC
W&W,1Xyo4u8uXC1ZmMpatF05PJ
Boney M.,54R6Y0I7jGUCveDTtI21nb
Chance Peña,4lhUHpVOXmkEBGGHV71QCh
T-Pain,3aQeKQSyrW4qWr35idm0cy
The 1975,3mIj9lX2MWuHmhNCA7LSCW
Bad Gyal,4F4pp8NUW08JuXwnoxglpN
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q
(G)I-DLE,2AfmfGFbe0A0WsTYm0SDTx
Luan Pereira,5kVgcCdPbeUwxBqWxi2Ktl
Paulo Londra,3vQ0GE3mI0dAaxIMYe5g7z
Flume,6nxWCVXbOlEVRexSbLsTer
Depeche Mode,762310PdDnwsDxAQxzQkfX
NAV,7rkW85dBwwrJtlHRDkJDAC
MC PH,4PLdCloYxu2bMKfuuB9lI5
Coolio,3y24n3XhZ96wgwRXjvS17T
Henrique & Juliano,3p7PcrEHaaKLJnPUGOtRlT
Silk Sonic,6PvvGcCY2XtUcSRld1Wilr
Parampara Tandon,1E6arsXf5Fgsnv9YpSzjpE
Scorpions,27T030eWyCQRmDyuvr1kxY
Galantis,4sTQVOfp9vEMCemLw50sbu
AURORA,1WgXqy2Dd70QQOU7Ay074N
Morad,4az97MtWmBQ5Db3GfDh9j9
Payal Dev,6FtZhorjCMfkaVJ7kKdmq7
Shubh,5r3wPya2PpeTTsXsGhQU8O
Dimitri Vegas,73jBynjsVtofjRpdpRAJGk
Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN
Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR
Shekhar Ravjiani,4xd7mLI7urqrxELaXhAvzw
Benny Dayal,61if35zz1W11GejEkxTLEQ
Yng Lvcas,1NNRWkhwmcXRimFYSBpB1y
Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs
Quavo,0VRj0yCOv2FXJNP47XQnx5
Saiko,2O8vbr4RYPpk6MRA4fio7u
Fergie,3r17AfJCCUqC9Lf0OAc73G
Robbie Williams,2HcwFjNelS49kFbfvMxQYw
Pearl Jam,1w5Kfo2jwwIPruYS2UWh56
Selena Gomez & The Scene,0C8ZW7ezQVs4URX5aX7Kqx
FMK,0dUyjgCyjfj5eMx6bX2TWf
X Ambassadors,3NPpFNZtSTHheNBaWC82rB
Jasleen Royal,74OaRjmyh0XyRZsQQQ5l7c
Tones And I,2NjfBq1NflQcKSeiDooVjY
Slipknot,05fG473iIaoy82BF1aGhL8
Jere Klein,35oGZihZclGoTVuICPXRP9
Arcane,57nPqD7z62gDdq37US9XJR
Ms. Lauryn Hill,2Mu5NfyYm8n5iTomuKAEHl
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p
Van Morrison,44NX2ffIYHr6D4n7RaZF7A
Luar La L,4axKuDPr6WKcDCyh8vueTY
Sting,0Ty63ceoRnnJKVEYP0VQpk
Santana,6GI52t8N5F02MxU0g5U69P
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI
Alfredo Olivas,5xYNmNkaWRqu3e5F4UXME8
Alejandro Sanz,5sUrlPAHlS9NEirDB8SEbF
Irshad Kamil,3GdSQUH1BRtl9UrrtuwJlP
mgk,6TIYQ3jFPwQSRmorSezPxX
Father John Misty,2kGBy2WHvF0VdZyqiVCkDT
Manoj Muntashir,4cAERazLlAzVGA10ORWaUP
Gotye,2AsusXITU8P25dlRNhcAbG
Rahat Fateh Ali Khan,3OLGltG8UPIea8sA4w0yg0
Rex Orange County,7pbDxGE6nQSZVfiFdq9lOL
24kGoldn,6fWVd57NKTalqvmjRd2t8Z
Rick Ross,1sBkRIssrMs1AbVkOJbc7a
Laufey,7gW0r5CkdEUMm42w9XpyZO
Blondie,4tpUmLEVLCGFr93o8hFFIB
Mari Fernandez,0BHm7qbh3ENxvXzkQAG7MP
Rochak Kohli,3dN9MQpjIyNxyeRfz4EDZe
Paul Russell,4zoRNhOhsGX3w8yBAnFSQ8
Luan Santana,3qvcCP2J0fWi0m0uQDUf6r
Papa Roach,4RddZ3iHvSpGV4dvATac9X
Chayanne,1JbemQ1fPt2YmSLjAFhPBv
H.E.R.,3Y7RZ31TRPVadSFVy1o8os
Rita Ora,5CCwRZC6euC8Odo6y9X8jr
Pablo Alborán,5M9Bb4adKAgrOFOhc05Y50
Montell Fish,5nvWOyAkfNgVLKESq4fOj2
NIKI,2kxP07DLgs4xlWz8YHlvfh
Siddharth - Garima,6k6TIai4KyKG1DeIMftSmJ
Mumford & Sons,3gd8FJtBJtkRxdfbTu19U2
The Game,0NbfKEOTQCcwd6o7wSDOHI
Peggy Gou,2mLA48B366zkELXYx7hcDN
Charli XCX,25uiPmTg16RbhZWAqwLBy5
Eurythmics,0NKDgy9j66h3DLnN8qu1bB
James Hype,43BxCL6t4c73BQnIJtry5v
Jatin-Lalit,4YgUVg4p7xtMOrOS4GjiJZ
Eric Clapton,6PAt558ZEZl0DmdXlnjMgD
Ashe,6P5NO5hzJbuOqSdyPB7SJM
DJ Luian,64aJYyrXljOodnUG6jvhRD
Norma Jean Martine,2fsk4VlJdNF6G8cCMDrrzB
Cosculluela,00me4Ke1LsvMxt5kydlMyU
Lata Mangeshkar,61JrslREXq98hurYL2hYoc
Gustavo Mioto,1X6ORK7IekgmyjV6IFPszP
Yo Yo Honey Singh,7uIbLdzzSEqnX0Pkrb56cR
Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd
PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1
3 Doors Down,2RTUTCvo6onsAnheUk3aL9
The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ
Salim–Sulaiman,6ohaQzKaXrobAL8paLSaxq
Sade,47zz7sob9NUcODy0BTDvKx
Rudimental,4WN5naL3ofxrVBgFpguzKo
Jaymes Young,6QrQ7OrISRYIfS5mtacaw2
WILLOW,3rWZHrfrsPBxVy692yAIxF
2 Chainz,17lzZA2AlOHwCwFALHttmp
Busta Rhymes,1YfEcTuGvBQ8xSD1f53UnK
Mc Daniel,6YzSM19LzpLH0nVKKU6Jsy
Mambo Kingz,2T1aUibqR2QC2sINIDQOAK
Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS
Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3
Simone Mendes,2eK9gcJQ6uqVvJL63dnOM3
Lenny Kravitz,5gznATMVO85ZcLTkE9ULU7
The Black Keys,7mnBLXK823vNxN3UWB7Gfz
Disturbed,3TOqt5oJwL9BE2NG9MEwDa
FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6
Foreigner,6IRouO5mvvfcyxtPDKMYFN
Wisin,1wZtkThiXbVNtj6hee6dz9
Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok
Van Halen,2cnMpRsOVqtPMfq7YiFE6K
Spice Girls,0uq5PttqEjj3IH1bzwcrXF
Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr
Zendaya,6sCbFbEjbYepqswM1vWjjs
Marília Mendonça,1yR65psqiazQpeM79CcGh8
Mesita,2IKdK6PbitvCiXt1t2bPU6
Dani Flow,1yX62RHdYysNcIrO33WQxJ
Nikhita Gandhi,3tPQOjkxO3mrYrrgkTeXgH
Luísa Sonza,4PzYKhC14sTJNEr0dzoo0d
The Temptations,3RwQ26hR2tJtA8F9p2n7jG
Kimbra,6hk7Yq1DU9QcCCrz9uc0Ti
Anu Malik,71hjb5G92mGoKRSAW3Cj00
BENNETT,1r43wW70tnGUauQYvY5w48
Stromae,5j4HeCoUlzhfWtjAfM1acR
Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk
Los Tucanes De Tijuana,014WIDx7H4BRCHB1faiisK
Oscar Ortiz,0FvHxb8a4I0A2i8jKCsFei
Sebastian Esquivel,1tuNNda2SSH3o4lUms5K6C
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr
The Fray,0zOcE3mg9nS6l3yxt1Y0bK
M83,63MQldklfxkjYDoUE4Tppz
Mc IG,2q9wk5fkeU2C9CgCKdh4AN
Big One,2OhUNb01gLwygOizYvTm0e
Normani,2cWZOOzeOm4WmBJRnD5R7I
Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE
Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT
The Doors,22WZ7M8sxp5THdruNY3gXt
DNCE,6T5tfhQCknKG4UnH90qGnz
Los Enanitos Verdes,4TK1gDgb7QKoPFlzRrBRgR
Lin-Manuel Miranda,4aXXDj9aZnlshx7mzj3W1N
Eugenio Esquivel,5HeN1Iza4nZe03sFlonddz
Mc Davi,1cYhx7ZOhYoVmnDPb9KMwo
Blur,7MhMgCo0Bl0Kukl93PZbYS
Ke Personajes,06Q5VlSAku57lFzyME3HrM
Lizzy McAlpine,1GmsPCcpKgF9OhlNXjOsbS
Shreyas Puranik,5o36rLQd78Zh8CaT8rn59d
MC Cabelinho,1WQBwwssN6r8DSjUlkyUGW
Loreen,49aaHxvAJ0tCh0F15OnwIl
Cults,3Oim8XBPbznAa8Jj8QzNc8
S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic
James Bay,4EzkuveR9pLvDVFNx6foYD
Wham!,5lpH0xAS4fVfLkACg9DAuM
Bomba Estéreo,5n9bMYfz9qss2VOW89EVs2
Sukhwinder Singh,19MVxKZZdPj2X0F8pi0OCT
Rammstein,6wWVKhxIU2cEi0K81v7HvP
James Blunt,7KMqksf0UMdyA0UCf4R3ux
Billy Idol,7lzordPuZEXxwt9aoVZYmG
Goodboys,2nm38smINjms1LtczR0Cei
Rosa Linn,46xBNx0j6cwY6sD9LgMTm1
Calibre 50,4jogXSSvlyMkODGSZ2wc2P
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ
The Beach Boys,3oDbviiivRWhXwIE8hxkVV
Brytiago,00XhexlJEXQstHimpZN910
Joan Sebastian,7FsRH5bw8iWpSbMX1G7xf1
Camila,4nDoRrQiYLoBzwC5BhVJzF
Purple Disco Machine,2WBJQGf1bT1kxuoqziH5g4
Leon Bridges,3qnGvpP8Yth1AqSBMqON5x
Birdy,2WX2uTcsvV5OnS0inACecP
Like Mike,4pwXiI7Z5ZStkgKowZyoKi
Trueno,2x7PC78TmgqpEIjaGAZ0Oz
K. S. Chithra,2IUtwMti1OiT3lkW6RubgH
LIT killah,1vqR17Iv8VFdzure1TAXEq
La Oreja de Van Gogh,4U7lXyKdSf1JbM1aXvsodC
Tony Aguirre,6twEaJ9RPRYiCmWapjG8xh
Guilherme & Benuto,46NHIGaIM5YNY9Wu1kIqvP
Johnny Cash,6kACVPfCOnqzgfEF5ryl0x
The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN
Jelly Roll,19k8AgwwTSxeaxkOuCQEJs
The Clash,3RGLhK1IP9jnYFH4BRFJBS
Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6
Olivia Newton-John,4BoRxUdrcgbbq1rxJvvhg9
Diddy,59wfkuBoNyhDMQGCljbUbA
Tokischa,2p4aN0Uxkk3iT3HK0cJ2cJ
Thundercat,4frXpPxQQZwbCu3eTGnZEw
Lionel Richie,3gMaNLQm7D9MornNILzdSl
Ciara,2NdeV5rLm47xAvogXrYhJX
TWICE,7n2Ycct7Beij7Dj7meI4X0
Shaan,5cB4d4jPYjMT326sjihQ4m
Tyler Childers,13ZEDW6vyBF12HYcZRr4EV
Anuv Jain,4gdMJYnopf2nEUcanAwstx
GIMS,0GOx72r5AAEKRGQFn3xqXK
FISHER,1VJ0briNOlXRtJUAzoUJdt
Dei V,2YRyPiW98bpkARAS4B3OQP
John Newman,34v5MVKeQnIo0CWYMbbrPf
Leo Santana,7KVJCU4z5L4EUHILL8aMxR
Yusuf / Cat Stevens,08F3Y3SctIlsOEmKd6dnH8
Sam Feldt,20gsENnposVs2I4rQ5kvrf
Aitana,7eLcDZDYHXZCebtQmVFL25
Tom Petty,2UZMlIwnkgAEDBsw1Rejkn
Kordhell,2W6WP4pHQTFlbr2z9S4n54
Noriel,3RtNN1VnooWEn3KQk03DUL
Hombres G,60uh2KYYSCqAgJNxcU4DA0
Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5
TLC,0TImkz4nPqjegtVSMZnMRq
Kany García,69UypehHabb68utzfjAVlV
MNEK,7uMh23xWiuR7zsNkuNcm2G
Logic,4xRYI6VqpkE3UwrDrAZL8L
Louis Armstrong,19eLuQmk9aCobbVDHc6eek
Belinda,5LeiVcEnsZcwc133TUhJNW
KALEO,7jdFEYD2LTYjfwxOdlVjmc
Ivete Sangalo,7dzq55YG3wjViqexDwiycQ
Roxette,2SHhfs4BiDxGQ3oxqf0UHY
Dan + Shay,7z5WFjZAIYejWy0NI5lv4T
T.I.,4OBJLual30L7gRl5UkeRcT
Felipe Amorim,3CIIaeZuFYrAD6PRVyuO4U
Patrick Watson,7bPs6jf983f0bjRAt1yxDM
Survivor,26bcq2nyj5GB7uRr558iQg
Tito Double P,5eumcnUkdmGvkvcsx1WFNG
Gigi D'Agostino,1OAjDaKgg00KCUYqDe68un
John Lennon,4x1nvY2FN8jxqAFA0DA02H
iann dior,6ASri4ePR7RlsvIQgWPJpS
Rusherking,3Apb2lGmGJaBmr0TTBJvIZ
Prince,5a2EaR3hamoenG9rDuVn8j
Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg
YNW Melly,1cNDP5yjU5vjeR8qMf4grg
Jaideep Sahni,5kPOMQZvgkAEnRZqwn9SYQ
Deftones,6Ghvu1VvMGScGpOUJBAHNH
Loud Luxury,6t1gpxYbY8OlLA7D2RiikQ
Hans Zimmer,0YC192cP3KPCRWx8zr8MfZ
Ayra Starr,3ZpEKRjHaHANcpk10u6Ntq
Capital Cities,4gwpcMTbLWtBUlOijbVpuu
Isabel LaRosa,5arKwJZEvT5uKq4o0JfqR4
will.i.am,085pc2PYOi8bGKj0PNjekA
The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i
$uicideboy$,1VPmR4DJC1PlOtd0IADAO0
Seeb,5iNrZmtVMtYev5M9yoWpEq
Jowell & Randy,4IMAo2UQchVFyPH24PAjUs
King,6QtgPSJPSzcnn7dPZ4VINp
A$AP Ferg,5dHt1vcEm9qb8fCyLcB3HL
Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3
Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG
Sid Sriram,7qjJw7ZM2ekDSahLXPjIlN
Sajid-Wajid,3qdu3XhzSzkRhbwdFKnSuw
Seafret,4Ly0KABsxlx4fNj63zJTrF
Nio Garcia,5hdhHgpxyniooUiQVaPxQ0
Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp
Devi Sri Prasad,5sSzCxHtgL82pYDvx2QyEU
BigXthaPlug,6qxpnaukVayrQn6ViNvu9I
AgroPlay,0uGWkZRPp1Urk77XBrPBsZ
Cher,72OaDtakiy6yFqkt4TsiFt
Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt
Jeet Gannguli,2kkQthS9OLpK4UqNWYqoVl
Marco Antonio Solís,3tJnB0s6c3oXPq1SCCavnd
Korn,3RNrq3jvMZxD9ZyoOZbQOD
Vacations,0U7iI0Dk4Ojvi17nZboNO4
La Adictiva,49EE6lVLgU8sp7dFgPshgM
Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559
Rvfv,2CCgb0KApjfQDuTppovpf8
Soda Stereo,7An4yvF7hDYDolN4m5zKBp
Sadhana Sargam,1HGMG8RHvcu1mfdM9MeTek
Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE
Los Tigres Del Norte,3hYtANQYrE6pd2PbtEyTIy
Yuvan Shankar Raja,6AiX12wXdXFoGJ2vk8zBjy
No Doubt,0cQbJU1aAzvbEmTuljWLlF
WIU,3MrDVzg7ZXaYMyQmbDInr7
Tina Turner,1zuJe6b1roixEKMOtyrEak
Etta James,0iOVhN3tnSvgDbcg25JoJb
YG,0n4Fao9kbjgM76RmVlfSwr
Matt Sassari,21dVknSLCsK37cWozWDZZS
Supertramp,3JsMj0DEzyWc0VDlHuy9Bx
Bob Sinclar,5YFS41yoX0YuFY39fq21oN
MC Hariel,0pcoadNMmvrUyab1RxWBoV
Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE
sped up nightcore,0M2CO5ijP35MDhNwvpgxTV
Mc Kadu,21ELc2P2rA3Cu6xw3VWqvv
John Martin,2auikkNYqigWStoHWK1Grq
Matheus Fernandes,37mqXU98U5GmH5ZDtlHM1c
Bazzi,4GvEc3ANtPPjt1ZJllr5Zl
Bellakath,4yjm4SvYqC5FFuLbB6TyHr
Saweetie,6cK3NBO6uP7hh0oyuVELFl
Norah Jones,2Kx7MNY7cI1ENniW7vT30N
Kumar Sanu,4K6blSRoklNdpw4mzLxwfn
Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s
Bob Dylan,74ASZWbe4lXaubB36ztrGX
Karan Aujla,6DARBhWbfcS9E4yJzcliqQ
Jorge & Mateus,2kdmTOXncgNHSuYVMhdd5I
Dalex,0KPX4Ucy9dk82uj4GpKesn
Otis Redding,60df5JBRRPcnSpsIMxxwQm
El Fantasma,0my6Pg4I28dVcZLSpAkqhv
Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f
Joaquin Medina,6bpv92ES2Vcv2OKA3DAhgw
Gittobeatz,4rRwh9ghjocFABAwIwnunp
Tego Calderón,3SUT1jjM5hzZj9TLfLZGIP
Ray Charles,1eYhYunlNJlDoQhtYBvPsi
Mc Menor Do Alvorada,0ivrHNM8urVaCkgRX8rtKH
Three Days Grace,2xiIXseIJcq3nG7C8fHeBj
Soolking,0GgY7hjMoGDsX8ZDe2mwds
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F
Icona Pop,1VBflYyxBhnDc9uVib98rw
Alex Favela,5TcnuUD5MHBfd1cO4kweWD
Mainstreet,25XJqeReVV38w0tR04GGBd
*NSYNC,6Ff53KvcvAj5U7Z1vojB5o
Santa Fe Klan,4tm8CEdm4pkQsEh4jIr9Yp
AP Dhillon,6LEG9Ld1aLImEFEVHdWNSB
Doechii,4E2rKHVDssGJm2SCDOMMJB
Bonnie Tyler,0SD4eZCN4Kr0wQk56hCdh2
Mon Laferte,4boI7bJtmB1L3b1cuL75Zr
The Cardigans,1tqZaCwM57UFKjWoYwMLrw
Israel & Rodolffo,12XUzXcMErp483QV4IDhhD
Sum 41,0qT79UgT5tY4yudH9VfsdT
Sky Rompiendo,51XrH5fQP2oIQynuKxSWcW
Timmy Trumpet,0CbeG1224FS58EUx4tPevZ
El Jordan 23,1fIJZfSmqQkuqfKNRmrS1V
L7NNON,0JjPiLQNgAFaEkwoy56B1C
MC GP,5s27i7oqhNWIcE4HeoVdq0
Aaron May,2rwALQ1SXdfUWPUd6WOfYS
Chris Jedi,0qTZZWLzuD59Un5r1speHm
Counting Crows,0vEsuISMWAKNctLlUAhSZC
Mau y Ricky,2wkoKEfS6dXwThbyTnZWFU
FAST BOY,56Qz2XwGj7FxnNKrfkWjnb
Carla Morrison,0XK6kT7xcZAlcYrNjOgzJe
Ángela Aguilar,3abT87tqQ4Q5PA5nw6CYyH
Mae Stephens,311uEW9rt5g2NmzjGEKS2E
Karthik,0LSPREIgGMZXCuKVel7LVD
Hugo & Guilherme,52hmJl1RBzqc5H0SxvpDZe
Michael Marcagi,4j96cMcT8GRi11qbvo1cLQ
Jordan Davis,77kULmXAQ6vWer7IIHdGzI
Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4
Uzielito Mix,7wgrXbrp9RJQMri26GZgyH
Whethan,0vqJkZ0RpLZixt3lTmD8vP
Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi
James Blake,53KwLdlmrlCelAZMaLVZqU
alt-J,3XHO7cRUPCLOr6jwp8vsx5
fun.,5nCi3BB41mBaMH9gfr6Su0
Taiu,5szJHKg5xeUlQ9pTqzdpic
Regard,4ofCBoyEiGSePFAG500xev
Gaby Music,1r3tpVQ08jFAA2P4xzV5o4
Jasiel Nuñez,0T8Ix53aIN4F7aEKj4EnKy
Natalia Lafourcade,1hcdI2N1023RvSwLzTtdsp
Lauana Prado,6TYimByryGphZCtwYopH0y
Victoria Monét,63XBtGSEZINSyXylZxEUbv
Sam Cooke,6hnWRPzGGKiapVX1UCdEAC
Beach Weather,7I3bkknknQkIiatWiupQgD
Harris Jayaraj,29aw5YCdIw2FEXYyAJZI8l
Dilsinho,4NUePmzDvCYqilXBFa91Hg
Veigh,4YqwRbMLqGHRHLS1w2ZKse
Manu Chao,6wH6iStAh4KIaWfuhf0NYM
Gera MX,2hejA1Dkf8v8R0koF44FvW
Bailey Zimmerman,3win9vGIxFfBRag9S63wwf
Reneé Rapp,2hUYKu1x0UZQXvzCmggvSn
DMX,1HwM5zlC5qNWhJtM00yXzG
S3BZS,6zFMFB1JvNHkHvCSudF4id
Borges,6jBww4kwlSrjaNYP7AQPtX
Joey Bada$$,2P5sC9cVZDToPxyomzF1UH
Owl City,07QEuhtrNmmZ0zEcqE9SF6
MAGIC!,0DxeaLnv6SyYk2DOqkLO8c
Sidhu Moose Wala,4PULA4EFzYTrxYvOVlwpiQ
Thomas Rhett,6x2LnllRG5uGarZMsD4iO8
Libianca,7kjSuFGKhLm8b5qXoMhRkJ
Avenged Sevenfold,0nmQIMXWTXfhgOBdNzhGOs
Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg
Ajay-Atul,5fvTHKKzW44A9867nPDocM
Chance the Rapper,1anyVhU62p31KFi8MEzkbf
Lyanno,1Ts9of7VPZElwPQnqnDSfW
Zé Felipe,7cmuxPnXRJxwuYDHfbD8Eu
Odetari,7ITMCzIU9uII8gwRg8JAhc
Luke Bryan,0BvkDsjIUla7X0k6CSWh1I
Rage Against The Machine,2d0hyoQ5ynDBnkvAbJKORj
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd
Manu,0tmwSHipWxN12fsoLcFU3B
Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs
Kodaline,4BxCuXFJrSWGi1KHcVqaU4
Pixies,6zvul52xwTWzilBZl6BUbT
MC GH do 7,5XUMgbLR3zyRPesnTQY31C
Eric Church,2IvkS5MXK0vPGnwyJsrEyV
AFROJACK,4D75GcNG95ebPtNvoNVXhz
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3
Thaman S,2FgHPfRprDaylrSRVf1UlN
Dj GBR,0IhzJFf4QBEz0ifqLwScKV
Ski Mask The Slump God,2rhFzFmezpnW82MNqEKVry
Kate Bush,1aSxMhuvixZ8h9dK9jIDwL
Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn
Juan Gabriel,2MRBDr0crHWE5JwPceFncq
Naeleck,2DYDFBqoaBP2i9XrTGpOgF
King Von,6QtgPSJPSzcnn7dPZ4VINp
